"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"DBLg14_D5_PF08_0141",0,46.157,173.99,17.042,9.076,0,32.153,469.977,0,13.179,7.95,80.472,0,767.534,8.037,0,5.002,1.023,190.122,46.254,182.603,10.533,0,1,9,22.911,12,68.686,8.825,0,0,46.315
"DBLg14_D5_PFL0020w",48.734,0.929,311.881,37.255,3.109,62.404,11.304,248.818,0,7.927,9.294,97.922,0,14.465,11.976,2.001,24.891,4.771,161.178,146.03,138.754,3.635,122.255,77.656,111.795,13.142,0,7.84,79.906,30.51,0,130.937
"DBLg14_D6_HB3var07",2,134.202,78.615,6.285,4.424,3.48,8.096,216.222,1,14.992,8.922,1.086,1,66.824,1,40.696,3.327,15.229,262.989,24.876,158.164,4.233,1.818,152.016,5.559,192.406,7.999,5.915,30.632,112.669,4.568,490.916
"DBLg15_D4_IT4var09",0,13.998,0,0,7.784,0,0,766.979,0,2,0,0,0,1.058,4,1.107,5.218,0,0,0,0,1.114,0,0,0,1,2,0,0,49.584,0,8.433
"DBLg15_D4_RAJ116var16",0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
"DBLg15_D5_PFCLINvar76",90.152,3.312,0,36.689,76.453,0,13.232,36.534,0,0,645.451,0,0,8.828,0,310.915,606.66,591.801,268.852,0,0,43.812,88.998,1,9.191,0,0,0,14.242,13.751,17.812,893.032
"DBLg15_D5_PFE1640w",16.995,6.249,59.317,0,3.55,0,0,1663.43,2.022,2.067,32.66,0,0,0,0,0,0,0,0,0,0,2.063,0,0,0,0,0,0,0,0,0,512.568
"DBLg15_D5_RAJ116var02",19.443,0,0,45.311,1097.333,0,37.12,0,0,0,38.679,0,0,57.986,0,674.716,0,74.506,851.083,0,0,124.598,0,0,2.247,0,0,0,63.591,0,0,1214.195
"DBLg16_D4_DD2var34",9.764,0,4.036,3,1.41,0,7.925,52.99,2.265,0,2.913,101.97,0,0,0,0,0,0,0,66.903,0,15.696,0,0,0,0,0,0,162.966,2,0,6217.203
"DBLg16_D5_HB3var48",3,0,4,18.83,0,0,13.934,133.225,0,0,1.851,0,0,14,26.166,0,16.281,0,34.37,0,135.173,6.94,9.104,0,4,0,0,2.036,0,0,0,299.83
"DBLg16_D5_IGHvar21",0,0,18.1,3,0,0,0.998,0,0,3.662,0,0,0,1.013,12.992,0,15.982,1.144,87.878,8,0,1.424,0,0,60.907,0,0,16.379,0,0,0,0.74
"DBLg16_D5_IT4var16",0,0,1,0,0,0,4,0,0,0,71.86,0.996,0,0,0,0,2.947,18.712,0,0,17.804,0,2.169,0,0,0,0,57.352,8,0,0,805.047
"DBLg16_D5_IT4var18",0,1.947,11.054,0,14.891,0,0,87.586,0,0,2,13,0,6,16.991,0,2.791,1.486,2.758,7.019,0,4.014,1.039,1,0,0,0,0,8.537,0,0,87.831
"DBLg16_D5_PFCLINvar49",0,1.087,0,7.924,0,0,7.048,36.111,0,0,1.019,0,1,0,0,0,0,0,1,2,0,1.045,0,0,0,0,0,0,0,0,0,2.004
"DBLg16_D5_PFCLINvar68",0,0,37.407,1.079,0,0,230.116,154.764,0,0,7.642,0,0,2.001,0,0,0,0,44.024,0,15.769,31.87,1.117,3,0,0,0,12,0,0,0,2
"DBLg17_D4_DD2var40",0,0,0,0,0,0,3.302,1.99,0,0,0,0,0,0,0,1,2.696,0,0,0,0,1.58,0,0,0,152.954,0,0,7.004,9.76,0,5.465
"DBLg17_D4_DD2var43",0,1.093,32.266,1,64.031,0,49.227,0,0,1,8.977,0,0,0,6.844,0,0,96.129,17.696,99.034,87.677,1.205,7.584,134.489,4.74,0,0,130.008,0,68.064,59.478,8.88
"DBLg17_D4_Dd2var9a_INCOMPLETE",0,0,0,0,19.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DBLg17_D4_IGHvar30",1.001,0,3,15.187,154.783,2,0,142.476,0,0,5,4,0,2.005,0,0,0,0,2,11.354,0,1,21.078,0,7.005,0,4.739,0,5.899,5.963,213.051,102.127
"DBLg17_D5_PFCLINvar45",0,5.852,19.005,5.284,10.089,0,35.672,0,1,1,4.311,5.837,0,7.034,2,0,2,0,11.906,22.56,65.334,20,6.228,32.642,7,0,0,3,19,0,5.164,31.261
"DBLg17_D8_DD2var49",0,0,0.784,37.362,15.65,0,0,0,2.374,0,73.486,1,0,0,0,0,0,3.68,0,0,0,0,0,0,1,0,0,7.813,0,0,1.009,515.076
"DBLg18_D5_DD2var28",2.114,38.042,493.544,12.246,20.425,4.47,1.007,3.279,0,5.996,2.998,4.88,1.003,2.526,0,7,18.826,2.073,49.055,5.986,23.836,3.498,19.088,0,5.722,0,2.082,24.756,6.528,27.08,1.013,381.274
"DBLg18_D5_IGHvar14",4.529,106.124,64.22,0,1.01,0,21.914,4.201,0,0,2.949,2.853,0,6.202,0,21.913,1.103,0,92.309,4.695,0,4.006,5.798,0,0.989,2.185,2,33.58,2,13.452,24.001,1.024
"DBLg18_D5_PFCLINvar33",0,0,73.067,9.001,5.273,0,61.914,0,0,4,5.987,0,1,10.113,2.999,0,25.801,1.012,30.911,6.389,13.923,0,12.002,0,3.01,1,0,45.704,0,3.575,1,9.707
"DBLg18_D5_RAJ116var16",0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,5
"DBLg2_D4_RAJ116var19",2,179.638,6.084,3.978,13.225,0,41.071,225.346,2.003,0,3.216,0,7,85.07,24,0,0,92.285,114.594,1.823,19.192,29.004,6.999,2,7.812,54,3.257,53.133,28.756,5.722,26.477,3.516
"DBLg2_D5_DD2var42",0,17.106,0,17.192,9.129,3.065,30.306,86.883,1,0,3.567,0,2,627.716,59.46,0,0,26.026,21.231,36.336,8.708,19.493,4.76,28.02,6.524,813.61,0,4.932,0,9.019,3.129,16.738
"DBLg2_D5_IGHvar09",1,1.896,132.907,6.775,16.659,0,2.561,57.607,1,0,7.285,0,0,45.092,0,0,0,5,51.35,48.221,85.744,0,31.093,0,0,0,5.449,15.217,0,45.971,0,0
"DBLg2_D5_IGHvar28",1.106,39.308,127.363,28.022,18.397,0,4.163,15.335,2.286,3.129,16.279,24.125,5.963,70.434,3.09,54.054,9.001,140.407,7.919,0,15.359,0,5.444,10.416,8.91,6.608,0,42.165,8.649,10.279,19.448,204.84
"DBLg2_D5_PFCLINvar05",1,95.69,63.694,17.878,20.709,3.194,27.147,15.145,8,5.865,32.503,3.623,0,101.869,0,0,0,6,277.162,187.689,17.15,19.78,6.099,1.999,2.349,446.035,10.562,7.708,0,40.001,6.583,0
"DBLg2_D5_PFCLINvar60",0,0,9.007,3.234,38.075,0,0,45.009,0,0,0,92.794,0,3.109,2.977,0,1.069,0,11.685,24.73,0,0,7,0,3.882,0,0,18.994,0,22.111,5.305,1
"DBLg2_D5_PFCLINvar73",6,0,12.841,9.833,2,0,6.089,57.795,1,0.997,1.97,0,0.995,1.011,4.785,0,1.226,0,2.692,52.34,0,1.106,0,274.63,0,0,0,1,0,913.425,0,2.58
"DBLg2_D6_AAQ73928",2,0,0,2.216,5.945,0,58.971,18.198,0.978,1.1,6.795,0,0,45.917,20.098,0,0,14.744,150.603,78.254,0,18.322,7.641,0,0,95.386,6.546,109.981,2.041,6.999,112.063,5.918
"DBLg2_D6_IGHvar23",0,31.315,10.655,9.2,13.968,0,23.999,3.824,2,1.997,23.599,3,0,24.663,25.044,0,6.869,0,35.275,85.697,0,7.114,36.307,179.855,2.187,1.721,1.136,127.899,0,18.756,3.685,0
"DBLg2_D6_IT4var18",0,0,0,8.121,65.131,1,30.668,633.068,0,0,4.527,0,2,6.008,2,1.101,0,2,0,187.618,0,0,1.92,14.96,1.689,0,0,1,9.998,3,0,76.31
"DBLg2_D6_PFCLINvar49",0,0,10.768,6.264,1.855,0,54.696,117.543,1,0,4.102,0,0,0,1.962,0,0,0,456.025,101.473,0,1,0,1.04,2,0,2.261,47,1.126,0,0,121.516
"DBLg2_D6_PFCLINvar73",0,7.999,75.611,22.305,3.119,3.002,82.252,21.72,5.995,0,4,16.7,1,2.001,8.715,0,7,24.526,43.574,489.97,6.517,17.067,2.053,0,0.989,0,5.017,7.443,6.285,885.495,0,5.621
"DBLg2_D7_RAJ116var37",0,67.487,0,0,2.87,0,9.567,0,1.997,0,1.001,0,0,2.006,0,0,0,5.047,75.969,87.003,0,11.821,0,0,0,0,0,28.808,71.07,0,0,0
"DBLg2_D7_RAJ116var39",0,0,134.913,0,0,0,0,7.036,0,0,0,0,0,0,35.519,9,0,0,0,2,0,0,0,0,0,0,0,86.99,0,0,217.541,0
"DBLg3_D5_PFCLINvar58",1.174,64.826,30.363,2.553,1.02,1.241,8.52,2.061,0,0,28.013,1.059,5.997,2.007,16.525,3.43,0,7.823,283.499,0,57.696,0,0,0,27.35,0,1.001,0,6.975,0,73.451,23.017
"DBLg3_D6_RAJ116var06",7.471,25.562,24.573,8.671,5.661,7.598,5.059,0,0,1.153,12.81,4.502,4.001,33.094,11.012,0,0,9.271,0,0,83.854,6.675,12.266,0,52.202,0,0,0,7.567,0,52.997,42.297
"DBLg3_D7_DD2var24",10.392,16.639,148.854,2.004,5,2,13.833,146.029,4.734,17,8.88,35,0,43.487,15.619,45.526,4.324,170.895,60.228,22.034,1.941,0,13.584,1,0,3.07,0,192.472,6.816,0,194.435,85.21
"DBLg3_D7_HB3var04",0,0,0,10.551,23.565,8.38,1.049,60.959,0,0.93,0,532.105,0,6.947,1.29,0,1,0,40.615,22,0,0,26.507,0,64.05,0,4,1,1.036,0,371.605,14.988
"DBLg3_D7_IT4var14",14.885,37.941,432.561,39.035,0,15.775,29.713,109.668,1,1.016,4.682,0,2,27.008,30.019,4.169,5.963,10.001,0,0,162.251,5.927,33.194,4.004,17.532,14,0,40.299,35.245,27.74,3.597,4.001
"DBLg4_D4_RAJ116var38",20.18,0,17.845,2.024,13.811,1.979,128.581,769.643,2.97,0,14.667,151.494,1,242.249,34.191,62.95,4.99,34.088,12.464,0,156.335,17.012,23.89,160.288,54.656,0,1.5,297.529,1.529,84.153,80.028,3.068
"DBLg4_D5_MAL6P1.316",4.191,0.971,117.703,25.824,7.303,45.737,157.529,1013.814,10.984,37.999,5.566,6.481,1.002,55.498,91.848,3.997,2.706,127.797,276.448,0,98.161,9.977,1.252,0,32.649,424.882,1.996,588.023,22.866,184.127,0,60.489
"DBLg4_D5_PF08_0140",31.003,24.649,86.69,17.46,7.565,15.227,44.397,168.318,3.926,1.002,15.8,21.409,22.999,231.983,69.376,0,4,220.204,145.604,0,173.11,13.098,13.104,300.928,5.567,0,0,144.682,3.083,41.488,38.987,121.886
"DBLg4_D5_PFCLINvar30",6.938,1,255.262,11.034,8.611,16.649,56.254,578.766,0,2.235,9.079,13.471,1.002,48.748,10.237,0,0,45.441,123.958,67.938,126.265,0,0,1,172.962,3.779,3.004,0,11.303,79.895,0,293.937
"DBLg4_D5_RAJ116var08",11.291,0,0,3.001,11.506,12.784,394.149,5.622,1.017,0,1,1.08,1,39.498,57.355,0,0,20.108,70.3,5.06,203.778,4.076,7.728,36,1.043,0,0,267.047,4.275,215.109,4.684,0
"DBLg4_D5_RAJ116var11",12.795,36.574,17.197,18.734,168.616,12.003,2.101,130.057,1.133,0,6.272,0,0.995,144.523,4.59,0,0,1.844,71.697,7.671,285.73,1.978,4.383,18.842,9.616,22.924,13.007,333.802,8.853,0,96.241,2.966
"DBLg4_D6_IGHvar09",8.207,27.998,14.024,23.022,48.346,3.001,55.268,83.475,7.925,2,3,38.079,0,47.342,4.266,0,1,3.543,194.057,14.015,455.059,0,24.038,0,25.521,5,0,0,0,4,205.04,1
"DBLg4_D6_PFCLINvar05",6.342,229.149,168.312,18.856,21.369,17.002,79.504,51.998,3.548,3.154,13.271,5.464,0,95.76,23.073,21.933,1.066,160.033,110.661,266.283,286.916,93.46,4.147,41.4,1.016,410.393,2.722,36.217,4,52.243,67.109,7.094
"DBLg5_D4_IGHvar02",0,82.957,87.023,0,5.031,6.215,10.457,106.866,0,0,0,0,0,39.41,0,0,22.812,0,57.132,5.242,0,1.71,2,0,5.96,31.876,1.001,51.056,18.136,538.2,0,632.771
"DBLg5_D4_PFCLINvar39",0,0,0,12.002,15.003,0.946,4.001,220.804,1,0,3,0,0,1,0,197.65,0,0,5.205,20.622,0,0,1,2,0,0,0,0,0,0,255.767,157.144
"DBLg5_D4_PFCLINvar45",0,3.009,43.323,2.057,96.498,1.147,35.084,20.829,0,4.57,7.006,195.816,0,49.333,4.956,0,4.021,153.25,21.193,15.797,71.61,59.42,44.128,3,3,17.815,2,336.811,14.055,82.705,1.037,1059.902
"DBLg5_D4_PFD0005w",4.896,28.638,413.26,12.478,77.511,22.92,11.465,45.177,0,3.005,18.124,0,0,31.555,22.602,0,2,183.037,233.29,6.943,67.84,0,74.304,0,6.187,5.439,0,49.835,57.866,144.464,3.414,7971.11
"DBLg5_D5_AY028643",2.238,22.776,226.838,9.132,4.272,0,3.327,4.921,11.519,0,5.303,0,0,3.25,0,0,0,0,80.798,0,17.423,0,0,1,24.435,0,0,59.089,0,92.384,1.393,1.049
"DBLg5_D5_DD2var1a",0,25.211,47.191,0.547,29.091,2.001,137.797,2.657,0,1.998,5.501,10.062,0,7.812,0,0,6.307,16.476,23.917,26.917,298.272,1.041,0.933,0,6.195,1,0,255.845,67.859,412.132,0.51,1094.119
"DBLg5_D5_HB3var17",0,1.027,0,1.032,18.974,0,5.788,17.926,0,0,2.123,167.876,0,7.273,2.027,0,142.494,30.626,134.703,0,55.354,45.646,3.035,0,0,7,0,0,22.827,0,2.918,38.846
"DBLg5_D5_IGHvar07",1.032,0,0,0,3.209,1.074,0,317.499,0,0,4.382,805.292,0,0.901,8.02,1,0,64.178,13.054,0,18.885,46,0,0,2,1,1,50.081,6.6,2.047,40.398,285.457
"DBLg5_D5_IGHvar15",3.386,26.673,35.733,17.018,15.837,2.057,350.665,91.478,0,3,1.174,1,0,12.628,2.067,0,5.503,3.981,367.862,5.816,5.023,0,14.178,0,1.932,5,6,0,56.804,74.889,4.617,312.761
"DBLg5_D5_IGHvar37",0,0,5.014,4.696,2.067,1,9.902,24.404,1,0,0,657.475,0,0.712,2.713,15.694,0,0,7.028,17.674,24.998,0,58.533,0,89.301,0,0,177.93,2.816,0,2.02,586.696
"DBLg5_D5_IT4var27",0,25.211,47.191,0.547,29.091,2.001,137.093,2.657,0,1.998,5.501,10.062,0,7.812,0,0,6.307,16.476,23.917,26.917,0,0,0.933,0,6.195,1,0,0,67.859,0,0.51,1094.119
"DBLg5_D5_IT4var41",7,2.218,81.42,3.609,12.97,11.63,35.31,80.739,1.001,0,0,0,0,0,1.002,0,0,245.892,1340.76,0,0,0,1.026,1,6,2,4,48.832,37.864,2.359,0,4.006
"DBLg6_D3_PFCLINvar17",3.708,6.985,60.265,2.136,12.327,5,80.774,164.418,0,0,13.257,0,0,13.846,6.771,0,0,7.67,78.489,14.654,3.026,2,11.498,582.222,5.585,3,2.001,185.524,0,3.057,18.855,4.049
"DBLg6_D4_HB3var06",4.999,11.876,0,0,0,5.925,3,34.048,3.598,1,3.396,10.423,0,33.268,0,0,4.585,4.254,93.834,24.444,84.5,0,31.514,0,0,691.122,0,0,0,0,319.535,234.883
"DBLg6_D4_ITvar32",0.667,0.719,7.503,2.666,0,2.066,0,23.337,3,0.666,0,4.048,0,0,3.514,0,4,0,0,20.113,553.905,5.052,0,50.212,4.5,44.136,0,8.463,0,0,0,0
"DBLg6_D5_DD2var47",17.739,1.978,25.181,5.255,1.053,0.5,3.752,336.442,0,0,0.5,8.382,0,99.462,9.716,0,0,15.213,12.636,0.524,508.907,2.499,6.226,0.5,7.532,1.002,0.5,306.965,7.52,32.399,117.073,32.891
"DBLg6_D5_IGHvar19",9.215,6.053,853.957,8.674,0,8.359,5.496,171.243,0,0,2.39,14.849,2,20.634,0,0,2.003,4,28.825,25.096,223.875,40.114,0,224.546,0,25.95,7.501,46.918,20.93,0,19.047,48.039
"DBLg6_D5_IGHvar26",26.072,2.127,0,12.714,107.248,0,47.79,87.691,7.852,2.003,18.035,13.494,0,64.336,33.757,0,4.385,0,25.733,220.296,8.076,2,20.177,74.781,1,416.692,5.615,0,0,352.487,330.504,232.013
"DBLg6_D5_IT4var06",51.715,88.56,336.052,2.001,20.476,1.241,12.145,7.853,12.191,1.081,1,36.94,0,41.219,30.99,0,2.997,0,17.591,69.121,479.049,8,15.07,48.113,2.262,28.489,2.006,31.973,0,15.646,1.019,103.975
"DBLg6_D5_IT4var19",0.667,0.719,7.503,2.666,4.432,2.066,6.563,23.337,3,0.666,0,4.048,0,0,3.514,0,4,0,81.274,0,0,5.052,0,50.212,0,44.136,0,8.463,1.748,0,0,18.077
"DBLg6_D5_IT4var20",17.739,1.978,25.181,5.255,1.053,0.5,3.752,336.442,0,0,0.5,8.382,0,99.462,9.716,0,0,15.213,12.636,0.524,508.907,2.499,6.226,0.5,7.532,1.002,0.5,306.965,7.52,32.399,117.073,32.891
"DBLg6_D5_IT4var32b",0.667,0.719,7.503,2.666,4.432,2.066,6.563,23.337,3,0.666,0,4.048,0,92.004,3.514,0,4,0,81.274,20.113,553.905,5.052,0,50.212,4.5,44.136,0,8.463,1.748,0,0,18.077
"DBLg6_D5_PFD0020c",3.006,92.813,4.132,39.311,39.46,6.593,106.197,14.848,2,0,9,24.164,5,56.076,3.25,0,0,54.808,112.158,24.21,232.839,42.965,10.749,2,13.128,195.631,0,294.306,0,170.762,6,18.839
"DBLg6_D6_IGHvar39",5,54.817,7.844,11.455,0,16.458,14.486,184.48,0,0,23,3.033,3,19.269,2,0,1,23,77.318,38,483.123,52.013,3,111.508,3,17.81,4.993,168.244,2,156,310.069,11.71
"DBLg6_D7_AAQ73928",1.001,9.012,4,11.001,16,13.096,19.784,0,0,1,0,9.092,0,50.108,0,0,0,0,41.334,206.937,106.83,0,23.196,17.234,2,0,0.982,0,0,1.922,1.45,5
"DBLg7_D3_RAJ116var12",0,0,0,2.287,1,0,29.942,68.084,0,0,0,0,0,0,5.999,0,0,349.549,0,0,0,0.992,0,0,9.214,1,0,104.322,0,0,29.003,6.306
"DBLg7_D4_IGHvar12",0,0,0,4.713,0,0,71.608,144.889,0,0,0,0,0,7.302,0,0,0,16.162,0,0,0,0,0,0,12.583,0,0.998,13.498,0,1,0,0
"DBLg7_D4_IGHvar22",0,0,0,0,3.996,0,81.075,4.589,0,0,0,0,0,38.852,0,0,1,16.025,0,0,0,1,0,0,2.203,0,1.111,93.878,0,0,15.823,29.949
"DBLg7_D4_IGHvar24",0,0,0,4,0,0,0,165.607,0,0,0.998,0,0,15.228,3.998,0,0,17.024,0,0,0,2.015,0,0,0,0,23.629,42.866,0,0,4.947,56.222
"DBLg7_D4_IT4var60",0,0,0,0,2.004,0,11.162,2.651,0,0,1.002,1,0,20.426,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,0,0,445.241,97.093
"DBLg7_D4_PFCLINvar75",7,0,0,0,3,1.05,1.108,27.197,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0.788,1,10.337,0,0,0,63.395,4.095
"DBLg7_D4_RAJ116var03",0,0,0,0,0,0,2.155,515.958,0,0,0,0,0,12.266,3.003,0,0,78.104,10.002,1,19.352,0.992,2,0,0,1,13.925,52.721,0,10,2.052,12.335
"DBLg8_D7_AAM55194",43.639,334.921,628.596,96.643,364.026,0,103.286,0,0,0.968,76.351,148.553,0,14.294,12,120.059,0,3,495.003,2.002,64.524,111.728,173.296,0,1.453,4.074,0,394.081,69.219,0,2.01,354.156
"DBLg8_D7_AJ420411",12.879,0,154.032,21.845,0,84.905,2.733,28.993,1,10.259,38.371,36.17,0,38.441,0,3.392,0,0,0,10.403,159.094,0,31.838,1,6.959,0,38.646,1.895,11.405,0,5.539,12.497
"DBLg8_D7_DD2var25",1.977,5.608,98.856,7.27,167.458,0,9.046,0,156,0,30.527,271.27,0,0,0,113.968,0,0,76.435,0,0,15.898,1.039,0,4.01,0,0,17.107,18.614,0,0,75.074
"DBLg8_D7_HB3var1csa",3.033,0,0,6.702,9.822,31.719,4.902,182.935,0,113.117,13.237,0,0,37.346,0,1.268,0,0,0,1095.88,222.584,0,38.468,12,0,13.585,2.035,1.966,44.444,66.8,598.432,188.726
"DBLg8_D7_IGHvar11",19.729,507.268,0,0,1075.23,0,170.865,260.388,0,0,203.286,0,0,9.332,0,76.4,0,0,0,76.783,5.681,0,195.468,0,3.578,0,0,541.087,1.069,0,182.247,992.697
"DBLg8_D7_IT4var35",0,0,36.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DBLg8_D7_PFCLINvar76",1,0,0,16.219,99.945,26.859,16.816,354.286,0,10.229,20.865,6.566,0,28.055,0,0,628,910,0,4.785,339.391,0,24.418,0,0,54.856,0,0,145.295,16.439,10.076,1092.477
"DBLg8_D7_PFE1640w",0,0,19.446,0,10.519,0,0,102.574,0,9.357,0,1.125,0,0,0,0,0,0,0,72.506,0,0,0,0,0,477.223,0.995,1.014,0,17.761,238.122,7.789
"DBLg8_D7_RAJ116var02",2.491,0,0,22.83,0,11.95,4.479,227.441,0,5.044,22.502,0,0,28.447,0,0,0,0,0,0,442.639,0,0,0,0,9.016,5.319,0,0,0,0,153.583
"DBLg9_D10_DD2var25",0,0,1.153,1,3.021,0,0,0,212.07,0,0,0,1.162,2,0,107,0,0,34,0,0,0,6,0,0,0,0,0,8.567,1,0,2
"DBLg9_D5_IGHvar10",0,0,12.169,1,18.11,2.576,0,81.162,0,0,7.752,3,0,55.945,4,1,0,18.555,21.003,0,166.482,0,0,0,2.04,260.415,5.364,0,0,1,0,322.946
"DBLg9_D5_IT4var31",2.443,7.095,0,10.998,24.322,4.003,23.007,1019.45,0,0,33,0,0,2,49.329,2,2.096,28.124,0,0,4.284,5,13.788,0,4,0,1,24.795,130.558,9.047,0,4.002
"DBLg9_D5_PF07_0050",6.306,303.126,13.316,9.515,30.822,3.695,8.473,13.674,6,0,11.521,1,0,4.654,0.739,0,0,11,17.244,0,2.04,12.774,2,3,8,0,3.18,0.85,45.263,36.22,2.636,1.001
"DBLg9_D5_PREICHvar96",1,47.913,0,0,3.943,0,14.547,57.121,0,0,0,0,0,0,0,0,0,2.179,0,9,139.078,4,20,0,19.119,0,0,20,0,4,1,3.006
"DBLg9_D6_HB3var01",1.094,497.652,74.908,8.356,115.954,16.644,36.758,228.87,0,4.422,35.746,2,0,36.286,9.999,20.088,4.204,8.195,325.889,38.112,124.581,28.908,18.924,0.79,3.703,14.716,7.366,73.26,32.949,16.066,197.096,83.585
"DBLg9_D8_DD2var43",0,8.808,4.33,0,0,0,5.696,0,0,0,1.948,0,0,3.002,0,0,4.89,0,4,0,673.654,7.236,0,0,0,0,0,6.998,37.679,1,38.01,0
"DBLg9_D8_IT4var19",0,8.001,8.715,8.973,298.329,1,73.202,27.912,0,0,9.988,1,61.79,2.134,0,14.345,16,50.111,15.559,0,0,12.235,6,0,0,1,12,109.771,30.196,0,14.003,8.986
"DBLg9_D9_DD2var04",0,0,25.955,1.001,56.559,23.76,6.101,39.078,0,0,0,4,0,0,2.966,0,0,8.996,33.727,0,971.887,1.035,5.606,1,0,1,0,136.691,0,0,0,3
"DBLpam1_D2_AAQ73930",74.124,103.311,6.272,0,0,238.546,88.216,41.071,157.687,20.817,270.479,0,47.217,251.487,5.759,26.215,645.226,10.911,227.444,293.618,320.742,0,101.631,0,17.67,1.053,17.676,5.317,12.399,301.283,5.448,10.739
"DBLpam1_D2_DD2var06",147.624,36.411,15.201,0,22.896,144.447,57.933,24.297,81.881,20.327,114.34,12.063,58.307,366.2,0,26.613,910.248,163.621,5.299,0,189.202,3.452,70.061,0.984,29.283,0,31.869,14.155,24.484,111.063,0,0
"DBLpam1_D2_HB3var2csaA",43.036,0,19.495,4.08,126.946,0,0,0,87.287,0,112.951,9.146,25.395,7.843,1.282,10.19,136.45,57.172,88.437,0,51.879,2.579,0,0,0,5.008,33.937,0,0,60.576,2.531,0
"DBLpam1_D2_HB3var2csaB",216.921,37.656,30.201,7.646,0,0,122.362,38.612,38.407,7.955,0,0,54.001,128.192,7.363,41.222,0,20.679,280.262,441.147,0,0,253.801,0,35.653,0,23.667,28.833,32.182,1007.367,18.098,16.286
"DBLpam1_D2_IGHvar41",94.939,12.093,11.402,0,345.952,535.556,36.117,30.726,114.144,8.135,482.676,0,28.974,415.17,10.138,50.254,706.363,0,59.454,138.236,437.898,0,157.301,4.663,2.134,0,0,29.244,19.51,508.313,12.09,3.074
"DBLpam1_D2_IT4var04",63.296,29.436,1.342,7.31,383.344,61.838,76.092,31.142,55.472,13.912,71.186,5.277,5.98,453.847,1.252,69.632,709.72,254.385,107.423,43.129,298.452,2.128,87.593,0,9.652,4.001,37.152,5.097,29.035,44.349,0,0.948
"DBLpam1_D2_PFCLINvar35",69.089,7.519,8.859,15.979,42.063,237.404,51.237,16.188,85.704,40.392,116.241,17.054,46.048,257.06,0,16.442,1477.648,227.07,0,608.572,536.766,0,279.389,0,35.396,7.588,18.685,16.359,47.62,1217.709,2.604,12.454
"DBLpam1_D2_PFCLINvar72",127.691,24.859,7.53,9.12,56.28,113.444,55.225,8.384,29.958,47.978,397.172,7.397,281.407,178.516,0,117.123,660.099,211.574,234.131,817.056,149.958,4.999,48.394,0,14.319,4.706,139.944,0,28.739,809.912,6.534,13.554
"DBLpam1_D2_PFL0030c",112.357,56.364,7.91,4.188,459.149,406.448,160.114,32.124,82.2,41.203,180.205,2.002,49.483,417.62,5.977,23.002,1756.172,120.684,298.494,550.595,778.309,4.988,98.61,1.355,18.834,0,49.655,19.362,53.794,336.649,12.275,4.369
"DBLpam1_D2_PREICHvar64",28.065,0,0,0,0,43.09,67.83,6.922,8.927,0,34.166,3.005,0,37.391,0,1.646,42.302,28.04,0,1.627,32.457,0,4.114,0.998,7.667,0,0,0,1.128,0,0,0
"DBLpam1_D2_RAJ116var25",53.858,21.352,32.787,1.676,923.622,14.227,125.874,37.534,19.333,30.281,859.585,23.056,26.188,509.676,3.229,14.662,1082.773,587.863,135.071,107.02,415.337,3.855,97.106,0,20.392,5.645,68.171,21.632,32.108,121.778,6.42,6.577
"DBLpam2_D3_AAQ73930",246.999,58.422,0,0,455.825,170.853,361.753,13.298,30.575,12.475,707.379,15.473,80.3,266.225,2.454,38.519,1080.798,217.166,341.501,939.154,475.152,1.9,226.144,0.992,62.664,1.721,49.828,90.79,13.935,1057.611,15.399,11.209
"DBLpam2_D3_DD2var06",83.083,29.263,0,6.662,372.156,43.682,3.053,34.775,66.731,22.259,303.672,0,14.98,263.455,5.497,0,1775.734,4.979,104.391,193.929,705.439,1.238,32.499,0.995,24.383,2.227,87.472,1.755,60.931,161.012,0,9.174
"DBLpam2_D3_HB3var2csaA",321.921,28.143,15.45,41.52,0,270.469,177.204,13.988,119.075,45.609,450.432,0,29.556,648.043,0,322.875,272.697,27.026,95.417,285.085,174.902,0,150.22,0,51.971,3.359,85.134,19.728,6.686,2403.486,25.154,4.626
"DBLpam2_D3_HB3var2csaB",36.226,31.386,19.011,1.387,133.878,105.176,30.976,0,204.358,5.757,466.957,3.151,42.826,186.033,1.005,2.429,414.28,239.278,61.365,896.668,231.137,2.153,148.493,1.013,31.43,1.317,154.65,8.793,29.352,540.256,0,0
