,ORF,sampleName,ID,Patient,Genotype,Strain,HPI,GeneName,TPM,log10,Old name,ABC,CIDR,CIDRa
0,PF3D7_0412700,AA1301_3D7,AA13_3D7,AA13,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",457.64309199999997,2.660526911188586,PFD0625c,C,a3.2,3
1,PF3D7_0412700,AA1302_3D7,AA13_3D7,AA13,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1074.784119,3.0313212406773737,PFD0625c,C,a3.2,3
2,PF3D7_0412700,AA1303_3D7,AA13_3D7,AA13,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1270.9410990000001,3.104125423904108,PFD0625c,C,a3.2,3
3,PF3D7_0412700,AA1304_3D7,AA13_3D7,AA13,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2176.4261530000003,3.337743935959902,PFD0625c,C,a3.2,3
4,PF3D7_0412700,AA1305_3D7,AA13_3D7,AA13,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1772.955781,3.2486979040683877,PFD0625c,C,a3.2,3
5,PF3D7_0412700,AA1306_3D7,AA13_3D7,AA13,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2865.718102,3.4572334670218408,PFD0625c,C,a3.2,3
6,PF3D7_0412700,AA1307_3D7,AA13_3D7,AA13,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1952.587022,3.2906103984173107,PFD0625c,C,a3.2,3
7,PF3D7_0412700,AA1308_3D7,AA13_3D7,AA13,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2531.303234,3.4033441739866337,PFD0625c,C,a3.2,3
8,PF3D7_0412700,AA1309_3D7,AA13_3D7,AA13,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2250.823352,3.3523414122541837,PFD0625c,C,a3.2,3
9,PF3D7_0412700,AA1310_3D7,AA13_3D7,AA13,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2118.2840309999997,3.325984192233078,PFD0625c,C,a3.2,3
10,PF3D7_0412700,AA1311_3D7,AA13_3D7,AA13,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1490.021994,3.1731926790178697,PFD0625c,C,a3.2,3
11,PF3D7_0412700,AA1312_3D7,AA13_3D7,AA13,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1109.809665,3.045248502635194,PFD0625c,C,a3.2,3
12,PF3D7_0412700,AA1313_3D7,AA13_3D7,AA13,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",351.492391,2.5459159279832098,PFD0625c,C,a3.2,3
13,PF3D7_0412700,AA1314_3D7,AA13_3D7,AA13,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",290.69926200000003,2.4634439292257615,PFD0625c,C,a3.2,3
14,PF3D7_0412700,AA1315_3D7,AA13_3D7,AA13,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",117.098522,2.068551413507076,PFD0625c,C,a3.2,3
15,PF3D7_0412700,AA1316_3D7,AA13_3D7,AA13,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",88.724073,1.9480414704813056,PFD0625c,C,a3.2,3
16,PF3D7_0412700,AA1701_3D7,AA17_3D7,AA17,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",482.16553799999997,2.6831961666567783,PFD0625c,C,a3.2,3
17,PF3D7_0412700,AA1702_3D7,AA17_3D7,AA17,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1030.085909,3.012873446305936,PFD0625c,C,a3.2,3
18,PF3D7_0412700,AA1703_3D7,AA17_3D7,AA17,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1844.193987,3.265806601670211,PFD0625c,C,a3.2,3
19,PF3D7_0412700,AA1704_3D7,AA17_3D7,AA17,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2071.0061,3.316181378078599,PFD0625c,C,a3.2,3
20,PF3D7_0412700,AA1705_3D7,AA17_3D7,AA17,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2130.095012,3.328398975395093,PFD0625c,C,a3.2,3
21,PF3D7_0412700,AA1706_3D7,AA17_3D7,AA17,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2505.510189,3.39889617320002,PFD0625c,C,a3.2,3
22,PF3D7_0412700,AA1707_3D7,AA17_3D7,AA17,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2490.957015,3.3963662332332643,PFD0625c,C,a3.2,3
23,PF3D7_0412700,AA1708_3D7,AA17_3D7,AA17,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2528.859305,3.4029246677145677,PFD0625c,C,a3.2,3
24,PF3D7_0412700,AA1709_3D7,AA17_3D7,AA17,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2304.050952,3.3624920788864903,PFD0625c,C,a3.2,3
25,PF3D7_0412700,AA1710_3D7,AA17_3D7,AA17,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2061.687908,3.314222923754612,PFD0625c,C,a3.2,3
26,PF3D7_0412700,AA1711_3D7,AA17_3D7,AA17,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1329.712593,3.1237577817471274,PFD0625c,C,a3.2,3
27,PF3D7_0412700,AA1712_3D7,AA17_3D7,AA17,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",911.825033,2.959911511033886,PFD0625c,C,a3.2,3
28,PF3D7_0412700,AA1713_3D7,AA17_3D7,AA17,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",491.545863,2.6915640452985343,PFD0625c,C,a3.2,3
29,PF3D7_0412700,AA1714_3D7,AA17_3D7,AA17,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",299.399292,2.4762507690168643,PFD0625c,C,a3.2,3
30,PF3D7_0412700,AA1715_3D7,AA17_3D7,AA17,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",95.570472,1.9803237308919757,PFD0625c,C,a3.2,3
31,PF3D7_0412700,AA1716_3D7,AA17_3D7,AA17,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",72.06412399999999,1.857719111785924,PFD0625c,C,a3.2,3
32,PF3D7_0412700,AS1501_3D7,AS15_3D7,AS15,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",679.637654,2.8322774321031474,PFD0625c,C,a3.2,3
33,PF3D7_0412700,AS1502_3D7,AS15_3D7,AS15,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1018.926886,3.0081430219397385,PFD0625c,C,a3.2,3
34,PF3D7_0412700,AS1503_3D7,AS15_3D7,AS15,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1609.186175,3.2066062927613888,PFD0625c,C,a3.2,3
35,PF3D7_0412700,AS1504_3D7,AS15_3D7,AS15,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2025.8719030000002,3.3066119812123036,PFD0625c,C,a3.2,3
36,PF3D7_0412700,AS1505_3D7,AS15_3D7,AS15,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2580.477882,3.4117001409620578,PFD0625c,C,a3.2,3
37,PF3D7_0412700,AS1506_3D7,AS15_3D7,AS15,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2729.089144,3.436017721860806,PFD0625c,C,a3.2,3
38,PF3D7_0412700,AS1507_3D7,AS15_3D7,AS15,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2682.164852,3.428485467070282,PFD0625c,C,a3.2,3
39,PF3D7_0412700,AS1508_3D7,AS15_3D7,AS15,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2422.291936,3.384226483379036,PFD0625c,C,a3.2,3
40,PF3D7_0412700,AS1509_3D7,AS15_3D7,AS15,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2129.206189,3.328217719873741,PFD0625c,C,a3.2,3
41,PF3D7_0412700,AS1510_3D7,AS15_3D7,AS15,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1936.764936,3.287076913856456,PFD0625c,C,a3.2,3
42,PF3D7_0412700,AS1511_3D7,AS15_3D7,AS15,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1670.870978,3.222942915658802,PFD0625c,C,a3.2,3
43,PF3D7_0412700,AS1512_3D7,AS15_3D7,AS15,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1046.697203,3.0198210636410807,PFD0625c,C,a3.2,3
44,PF3D7_0412700,AS1513_3D7,AS15_3D7,AS15,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",581.1682,2.764301842820828,PFD0625c,C,a3.2,3
45,PF3D7_0412700,AS1514_3D7,AS15_3D7,AS15,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",374.799805,2.5737993562620427,PFD0625c,C,a3.2,3
46,PF3D7_0412700,AS1515_3D7,AS15_3D7,AS15,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",140.06447,2.146327982252988,PFD0625c,C,a3.2,3
47,PF3D7_0412700,AS1516_3D7,AS15_3D7,AS15,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",119.160729,2.076133151472419,PFD0625c,C,a3.2,3
48,PF3D7_0412700,AS1601_3D7,AS16_3D7,AS16,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",750.216999,2.8751869005081954,PFD0625c,C,a3.2,3
49,PF3D7_0412700,AS1602_3D7,AS16_3D7,AS16,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",971.952651,2.9876451086399656,PFD0625c,C,a3.2,3
50,PF3D7_0412700,AS1603_3D7,AS16_3D7,AS16,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1909.7721190000002,3.280981548731929,PFD0625c,C,a3.2,3
51,PF3D7_0412700,AS1604_3D7,AS16_3D7,AS16,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2253.799408,3.3529152604787944,PFD0625c,C,a3.2,3
52,PF3D7_0412700,AS1605_3D7,AS16_3D7,AS16,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2753.950154,3.43995607534042,PFD0625c,C,a3.2,3
53,PF3D7_0412700,AS1606_3D7,AS16_3D7,AS16,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1764.713451,3.2466741959829974,PFD0625c,C,a3.2,3
54,PF3D7_0412700,AS1607_3D7,AS16_3D7,AS16,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2617.631407,3.4179084927969154,PFD0625c,C,a3.2,3
55,PF3D7_0412700,AS1608_3D7,AS16_3D7,AS16,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1878.852114,3.273892597768792,PFD0625c,C,a3.2,3
56,PF3D7_0412700,AS1609_3D7,AS16_3D7,AS16,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2354.901844,3.3719728097674344,PFD0625c,C,a3.2,3
57,PF3D7_0412700,AS1610_3D7,AS16_3D7,AS16,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1849.629969,3.2670848535407626,PFD0625c,C,a3.2,3
58,PF3D7_0412700,AS1611_3D7,AS16_3D7,AS16,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1324.098723,3.1219203667167865,PFD0625c,C,a3.2,3
59,PF3D7_0412700,AS1612_3D7,AS16_3D7,AS16,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",957.3753199999999,2.981082227693699,PFD0625c,C,a3.2,3
60,PF3D7_0412700,AS1613_3D7,AS16_3D7,AS16,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",768.252049,2.885503727233924,PFD0625c,C,a3.2,3
61,PF3D7_0412700,AS1614_3D7,AS16_3D7,AS16,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",539.501124,2.731992353831699,PFD0625c,C,a3.2,3
62,PF3D7_0412700,AS1615_3D7,AS16_3D7,AS16,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",223.269465,2.348829331719969,PFD0625c,C,a3.2,3
63,PF3D7_0412700,AS1616_3D7,AS16_3D7,AS16,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",203.058405,2.307620970529202,PFD0625c,C,a3.2,3
64,PF3D7_0420900,AA1301_3D7,AA13_3D7,AA13,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",118.926249,2.0752777212099507,PFD1000c,C,a3.2,3
65,PF3D7_0420900,AA1302_3D7,AA13_3D7,AA13,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",316.324341,2.5001326119449696,PFD1000c,C,a3.2,3
66,PF3D7_0420900,AA1303_3D7,AA13_3D7,AA13,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",408.959614,2.611680422229951,PFD1000c,C,a3.2,3
67,PF3D7_0420900,AA1304_3D7,AA13_3D7,AA13,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",715.110809,2.8543733425123805,PFD1000c,C,a3.2,3
68,PF3D7_0420900,AA1305_3D7,AA13_3D7,AA13,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",646.513162,2.8105773708649573,PFD1000c,C,a3.2,3
69,PF3D7_0420900,AA1306_3D7,AA13_3D7,AA13,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",859.8356679999999,2.9344154567082814,PFD1000c,C,a3.2,3
70,PF3D7_0420900,AA1307_3D7,AA13_3D7,AA13,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",610.907837,2.785975696492336,PFD1000c,C,a3.2,3
71,PF3D7_0420900,AA1308_3D7,AA13_3D7,AA13,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",729.006721,2.8627315322682594,PFD1000c,C,a3.2,3
72,PF3D7_0420900,AA1309_3D7,AA13_3D7,AA13,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",529.154726,2.7235826792616997,PFD1000c,C,a3.2,3
73,PF3D7_0420900,AA1310_3D7,AA13_3D7,AA13,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",469.27548600000006,2.671427868141762,PFD1000c,C,a3.2,3
74,PF3D7_0420900,AA1311_3D7,AA13_3D7,AA13,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",373.022041,2.5717344940120874,PFD1000c,C,a3.2,3
75,PF3D7_0420900,AA1312_3D7,AA13_3D7,AA13,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",259.12355,2.4135068848896233,PFD1000c,C,a3.2,3
76,PF3D7_0420900,AA1313_3D7,AA13_3D7,AA13,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",78.020145,1.8922067531103708,PFD1000c,C,a3.2,3
77,PF3D7_0420900,AA1314_3D7,AA13_3D7,AA13,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",65.22746,1.8144304671402764,PFD1000c,C,a3.2,3
78,PF3D7_0420900,AA1315_3D7,AA13_3D7,AA13,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",28.845443,1.460077213114862,PFD1000c,C,a3.2,3
79,PF3D7_0420900,AA1316_3D7,AA13_3D7,AA13,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",22.763524,1.3572394956529128,PFD1000c,C,a3.2,3
80,PF3D7_0420900,AA1701_3D7,AA17_3D7,AA17,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",118.35978100000001,2.0732041529183056,PFD1000c,C,a3.2,3
81,PF3D7_0420900,AA1702_3D7,AA17_3D7,AA17,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",329.251379,2.5175276025885256,PFD1000c,C,a3.2,3
82,PF3D7_0420900,AA1703_3D7,AA17_3D7,AA17,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",557.996521,2.746631491204223,PFD1000c,C,a3.2,3
83,PF3D7_0420900,AA1704_3D7,AA17_3D7,AA17,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",680.694539,2.8329522664093885,PFD1000c,C,a3.2,3
84,PF3D7_0420900,AA1705_3D7,AA17_3D7,AA17,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",745.467004,2.872428425390813,PFD1000c,C,a3.2,3
85,PF3D7_0420900,AA1706_3D7,AA17_3D7,AA17,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",836.505523,2.9224688127228067,PFD1000c,C,a3.2,3
86,PF3D7_0420900,AA1707_3D7,AA17_3D7,AA17,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",780.153722,2.8921801847912976,PFD1000c,C,a3.2,3
87,PF3D7_0420900,AA1708_3D7,AA17_3D7,AA17,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",744.627134,2.871938857737549,PFD1000c,C,a3.2,3
88,PF3D7_0420900,AA1709_3D7,AA17_3D7,AA17,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",582.28115,2.765132731060299,PFD1000c,C,a3.2,3
89,PF3D7_0420900,AA1710_3D7,AA17_3D7,AA17,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",478.32423600000004,2.6797223865052517,PFD1000c,C,a3.2,3
90,PF3D7_0420900,AA1711_3D7,AA17_3D7,AA17,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",301.969228,2.479962688683293,PFD1000c,C,a3.2,3
91,PF3D7_0420900,AA1712_3D7,AA17_3D7,AA17,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",206.25206200000002,2.3143982990922427,PFD1000c,C,a3.2,3
92,PF3D7_0420900,AA1713_3D7,AA17_3D7,AA17,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",111.70536499999999,2.048074031969163,PFD1000c,C,a3.2,3
93,PF3D7_0420900,AA1714_3D7,AA17_3D7,AA17,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",68.333326,1.8346325597288766,PFD1000c,C,a3.2,3
94,PF3D7_0420900,AA1715_3D7,AA17_3D7,AA17,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",23.305685999999998,1.3674618908613885,PFD1000c,C,a3.2,3
95,PF3D7_0420900,AA1716_3D7,AA17_3D7,AA17,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",16.982506,1.2300017767010942,PFD1000c,C,a3.2,3
96,PF3D7_0420900,AS1501_3D7,AS15_3D7,AS15,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",164.66601,2.216603962297435,PFD1000c,C,a3.2,3
97,PF3D7_0420900,AS1502_3D7,AS15_3D7,AS15,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",288.969875,2.4608525700811192,PFD1000c,C,a3.2,3
98,PF3D7_0420900,AS1503_3D7,AS15_3D7,AS15,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",505.507731,2.703727801875517,PFD1000c,C,a3.2,3
99,PF3D7_0420900,AS1504_3D7,AS15_3D7,AS15,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",638.5806230000001,2.8052157362330985,PFD1000c,C,a3.2,3
100,PF3D7_0420900,AS1505_3D7,AS15_3D7,AS15,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",831.152322,2.9196806225108727,PFD1000c,C,a3.2,3
101,PF3D7_0420900,AS1506_3D7,AS15_3D7,AS15,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",876.99965,2.942999420044377,PFD1000c,C,a3.2,3
102,PF3D7_0420900,AS1507_3D7,AS15_3D7,AS15,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",803.895214,2.9051994430924992,PFD1000c,C,a3.2,3
103,PF3D7_0420900,AS1508_3D7,AS15_3D7,AS15,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",715.003404,2.8543081094023357,PFD1000c,C,a3.2,3
104,PF3D7_0420900,AS1509_3D7,AS15_3D7,AS15,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",539.634401,2.732099627597816,PFD1000c,C,a3.2,3
105,PF3D7_0420900,AS1510_3D7,AS15_3D7,AS15,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",462.76584800000006,2.6653613006417856,PFD1000c,C,a3.2,3
106,PF3D7_0420900,AS1511_3D7,AS15_3D7,AS15,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",373.42688,2.572205576107732,PFD1000c,C,a3.2,3
107,PF3D7_0420900,AS1512_3D7,AS15_3D7,AS15,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",229.258773,2.360325963720856,PFD1000c,C,a3.2,3
108,PF3D7_0420900,AS1513_3D7,AS15_3D7,AS15,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",128.565364,2.109123983753759,PFD1000c,C,a3.2,3
109,PF3D7_0420900,AS1514_3D7,AS15_3D7,AS15,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",78.162816,1.8930001974767163,PFD1000c,C,a3.2,3
110,PF3D7_0420900,AS1515_3D7,AS15_3D7,AS15,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",28.933244000000002,1.4613971295455295,PFD1000c,C,a3.2,3
111,PF3D7_0420900,AS1516_3D7,AS15_3D7,AS15,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",26.838331,1.4287555047895169,PFD1000c,C,a3.2,3
112,PF3D7_0420900,AS1601_3D7,AS16_3D7,AS16,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",174.739349,2.2423907133934007,PFD1000c,C,a3.2,3
113,PF3D7_0420900,AS1602_3D7,AS16_3D7,AS16,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",295.668472,2.470805016895303,PFD1000c,C,a3.2,3
114,PF3D7_0420900,AS1603_3D7,AS16_3D7,AS16,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",569.1441580000001,2.755222282378226,PFD1000c,C,a3.2,3
115,PF3D7_0420900,AS1604_3D7,AS16_3D7,AS16,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",742.0185019999999,2.8704147344115394,PFD1000c,C,a3.2,3
116,PF3D7_0420900,AS1605_3D7,AS16_3D7,AS16,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",866.1013449999999,2.937568713032463,PFD1000c,C,a3.2,3
117,PF3D7_0420900,AS1606_3D7,AS16_3D7,AS16,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",643.641751,2.8086442076470215,PFD1000c,C,a3.2,3
118,PF3D7_0420900,AS1607_3D7,AS16_3D7,AS16,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",819.293507,2.9134395130368094,PFD1000c,C,a3.2,3
119,PF3D7_0420900,AS1608_3D7,AS16_3D7,AS16,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",615.6576259999999,2.7893392633402745,PFD1000c,C,a3.2,3
120,PF3D7_0420900,AS1609_3D7,AS16_3D7,AS16,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",611.609766,2.786474411478752,PFD1000c,C,a3.2,3
121,PF3D7_0420900,AS1610_3D7,AS16_3D7,AS16,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",453.862786,2.656924574685088,PFD1000c,C,a3.2,3
122,PF3D7_0420900,AS1611_3D7,AS16_3D7,AS16,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",320.668095,2.50605575177523,PFD1000c,C,a3.2,3
123,PF3D7_0420900,AS1612_3D7,AS16_3D7,AS16,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",223.517885,2.3493122793518224,PFD1000c,C,a3.2,3
124,PF3D7_0420900,AS1613_3D7,AS16_3D7,AS16,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",185.474049,2.268283152956334,PFD1000c,C,a3.2,3
125,PF3D7_0420900,AS1614_3D7,AS16_3D7,AS16,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",121.00901599999999,2.082817729433605,PFD1000c,C,a3.2,3
126,PF3D7_0420900,AS1615_3D7,AS16_3D7,AS16,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",54.248819999999995,1.73439029601251,PFD1000c,C,a3.2,3
127,PF3D7_0420900,AS1616_3D7,AS16_3D7,AS16,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",54.641792,1.7375249337728507,PFD1000c,C,a3.2,3
128,PF3D7_0800300,AA1301_3D7,AA13_3D7,AA13,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",301.428147,2.479183803771676,PF08_0140,BA,a1.6,1
129,PF3D7_0800300,AA1302_3D7,AA13_3D7,AA13,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",655.88212,2.8168257917631743,PF08_0140,BA,a1.6,1
130,PF3D7_0800300,AA1303_3D7,AA13_3D7,AA13,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",556.951286,2.7458172110685517,PF08_0140,BA,a1.6,1
131,PF3D7_0800300,AA1304_3D7,AA13_3D7,AA13,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",774.124723,2.888810937616894,PF08_0140,BA,a1.6,1
132,PF3D7_0800300,AA1305_3D7,AA13_3D7,AA13,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",609.985845,2.7853197571259836,PF08_0140,BA,a1.6,1
133,PF3D7_0800300,AA1306_3D7,AA13_3D7,AA13,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",727.350717,2.86174387128558,PF08_0140,BA,a1.6,1
134,PF3D7_0800300,AA1307_3D7,AA13_3D7,AA13,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",457.911009,2.6607810848696434,PF08_0140,BA,a1.6,1
135,PF3D7_0800300,AA1308_3D7,AA13_3D7,AA13,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",513.229816,2.7103118787008107,PF08_0140,BA,a1.6,1
136,PF3D7_0800300,AA1309_3D7,AA13_3D7,AA13,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",354.004688,2.54900901332254,PF08_0140,BA,a1.6,1
137,PF3D7_0800300,AA1310_3D7,AA13_3D7,AA13,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",280.670081,2.4481961199763296,PF08_0140,BA,a1.6,1
