,ORF,sampleName,ID,Patient,Genotype,Strain,HPI,GeneName,TPM,log10,Old name,ABC,CIDR,CIDRa
1050,PF3D7_0300100,AA1711_3D7,AA17_3D7,AA17,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",19.19841,1.2832652622025085,PFC0005w,B,a2.4,2
1051,PF3D7_0300100,AA1712_3D7,AA17_3D7,AA17,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",13.12619,1.1181386863260814,PFC0005w,B,a2.4,2
1052,PF3D7_0300100,AA1713_3D7,AA17_3D7,AA17,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",10.410961,1.0174908195906631,PFC0005w,B,a2.4,2
1053,PF3D7_0300100,AA1714_3D7,AA17_3D7,AA17,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",9.063092,0.9572763885651089,PFC0005w,B,a2.4,2
1054,PF3D7_0300100,AA1715_3D7,AA17_3D7,AA17,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.399387,0.806138374723296,PFC0005w,B,a2.4,2
1055,PF3D7_0300100,AA1716_3D7,AA17_3D7,AA17,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.983915,0.8440989450079938,PFC0005w,B,a2.4,2
1056,PF3D7_0300100,AS1501_3D7,AS15_3D7,AS15,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",49.425646,1.6939523543114936,PFC0005w,B,a2.4,2
1057,PF3D7_0300100,AS1502_3D7,AS15_3D7,AS15,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",91.803151,1.9628575879379204,PFC0005w,B,a2.4,2
1058,PF3D7_0300100,AS1503_3D7,AS15_3D7,AS15,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",155.997073,2.1931164496886018,PFC0005w,B,a2.4,2
1059,PF3D7_0300100,AS1504_3D7,AS15_3D7,AS15,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",197.09073600000002,2.294666211298043,PFC0005w,B,a2.4,2
1060,PF3D7_0300100,AS1505_3D7,AS15_3D7,AS15,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",219.02715800000001,2.3404979679829623,PFC0005w,B,a2.4,2
1061,PF3D7_0300100,AS1506_3D7,AS15_3D7,AS15,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",207.000347,2.315971073476526,PFC0005w,B,a2.4,2
1062,PF3D7_0300100,AS1507_3D7,AS15_3D7,AS15,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",130.95168700000002,2.117111097645342,PFC0005w,B,a2.4,2
1063,PF3D7_0300100,AS1508_3D7,AS15_3D7,AS15,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",99.605912,1.99828511626284,PFC0005w,B,a2.4,2
1064,PF3D7_0300100,AS1509_3D7,AS15_3D7,AS15,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",64.771746,1.8113856041396608,PFC0005w,B,a2.4,2
1065,PF3D7_0300100,AS1510_3D7,AS15_3D7,AS15,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",47.416159,1.6759263705475393,PFC0005w,B,a2.4,2
1066,PF3D7_0300100,AS1511_3D7,AS15_3D7,AS15,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",25.398572,1.404809299692615,PFC0005w,B,a2.4,2
1067,PF3D7_0300100,AS1512_3D7,AS15_3D7,AS15,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",15.924624,1.2020691869004507,PFC0005w,B,a2.4,2
1068,PF3D7_0300100,AS1513_3D7,AS15_3D7,AS15,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",11.865117999999999,1.0742720616847556,PFC0005w,B,a2.4,2
1069,PF3D7_0300100,AS1514_3D7,AS15_3D7,AS15,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.486237,0.9287151563906413,PFC0005w,B,a2.4,2
1070,PF3D7_0300100,AS1515_3D7,AS15_3D7,AS15,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",5.88242,0.7695560295505995,PFC0005w,B,a2.4,2
1071,PF3D7_0300100,AS1516_3D7,AS15_3D7,AS15,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.239083,0.9158788779348165,PFC0005w,B,a2.4,2
1072,PF3D7_0300100,AS1601_3D7,AS16_3D7,AS16,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",49.705864,1.6964076272165032,PFC0005w,B,a2.4,2
1073,PF3D7_0300100,AS1602_3D7,AS16_3D7,AS16,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",95.458533,1.9798147558745531,PFC0005w,B,a2.4,2
1074,PF3D7_0300100,AS1603_3D7,AS16_3D7,AS16,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",168.30549,2.226098282570111,PFC0005w,B,a2.4,2
1075,PF3D7_0300100,AS1604_3D7,AS16_3D7,AS16,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",212.05178199999997,2.3264419264515404,PFC0005w,B,a2.4,2
1076,PF3D7_0300100,AS1605_3D7,AS16_3D7,AS16,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",213.306296,2.329003674379125,PFC0005w,B,a2.4,2
1077,PF3D7_0300100,AS1606_3D7,AS16_3D7,AS16,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",150.517253,2.177586283672354,PFC0005w,B,a2.4,2
1078,PF3D7_0300100,AS1607_3D7,AS16_3D7,AS16,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",145.301168,2.162269105377967,PFC0005w,B,a2.4,2
1079,PF3D7_0300100,AS1608_3D7,AS16_3D7,AS16,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",96.237252,1.983343213476893,PFC0005w,B,a2.4,2
1080,PF3D7_0300100,AS1609_3D7,AS16_3D7,AS16,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",76.212079,1.8820238089683805,PFC0005w,B,a2.4,2
1081,PF3D7_0300100,AS1610_3D7,AS16_3D7,AS16,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",47.280146,1.6746788089666096,PFC0005w,B,a2.4,2
1082,PF3D7_0300100,AS1611_3D7,AS16_3D7,AS16,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",24.618264,1.3912574246390632,PFC0005w,B,a2.4,2
1083,PF3D7_0300100,AS1612_3D7,AS16_3D7,AS16,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",16.635617,1.2210389130933945,PFC0005w,B,a2.4,2
1084,PF3D7_0300100,AS1613_3D7,AS16_3D7,AS16,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",16.181684,1.2090237159073374,PFC0005w,B,a2.4,2
1085,PF3D7_0300100,AS1614_3D7,AS16_3D7,AS16,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",11.94374,1.0771403407824152,PFC0005w,B,a2.4,2
1086,PF3D7_0300100,AS1615_3D7,AS16_3D7,AS16,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",9.762711999999999,0.9895704778129356,PFC0005w,B,a2.4,2
1087,PF3D7_0300100,AS1616_3D7,AS16_3D7,AS16,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",9.796745,0.9910818039216885,PFC0005w,B,a2.4,2
1088,PF3D7_1240400,AA1301_3D7,AA13_3D7,AA13,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",55.041823,1.7406928094158522,PFL1955w,BC,a3.4,3
1089,PF3D7_1240400,AA1302_3D7,AA13_3D7,AA13,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",108.743054,2.0364015258031096,PFL1955w,BC,a3.4,3
1090,PF3D7_1240400,AA1303_3D7,AA13_3D7,AA13,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",109.31393600000001,2.038675531959673,PFL1955w,BC,a3.4,3
1091,PF3D7_1240400,AA1304_3D7,AA13_3D7,AA13,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",201.181395,2.3035878152385587,PFL1955w,BC,a3.4,3
1092,PF3D7_1240400,AA1305_3D7,AA13_3D7,AA13,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",179.530364,2.254137911423713,PFL1955w,BC,a3.4,3
1093,PF3D7_1240400,AA1306_3D7,AA13_3D7,AA13,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",196.25804499999998,2.29282746835994,PFL1955w,BC,a3.4,3
1094,PF3D7_1240400,AA1307_3D7,AA13_3D7,AA13,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",131.694704,2.11956831049844,PFL1955w,BC,a3.4,3
1095,PF3D7_1240400,AA1308_3D7,AA13_3D7,AA13,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",138.028827,2.1399697972680065,PFL1955w,BC,a3.4,3
1096,PF3D7_1240400,AA1309_3D7,AA13_3D7,AA13,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",88.433017,1.9466144417526763,PFL1955w,BC,a3.4,3
1097,PF3D7_1240400,AA1310_3D7,AA13_3D7,AA13,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",69.287931,1.840657593102802,PFL1955w,BC,a3.4,3
1098,PF3D7_1240400,AA1311_3D7,AA13_3D7,AA13,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",59.398553,1.7737758653217706,PFL1955w,BC,a3.4,3
1099,PF3D7_1240400,AA1312_3D7,AA13_3D7,AA13,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",38.943546999999995,1.5904355047693493,PFL1955w,BC,a3.4,3
1100,PF3D7_1240400,AA1313_3D7,AA13_3D7,AA13,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",14.655462,1.1659995137255321,PFL1955w,BC,a3.4,3
1101,PF3D7_1240400,AA1314_3D7,AA13_3D7,AA13,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",14.023097,1.1468439381297009,PFL1955w,BC,a3.4,3
1102,PF3D7_1240400,AA1315_3D7,AA13_3D7,AA13,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.629630000000001,0.8825034772924221,PFL1955w,BC,a3.4,3
1103,PF3D7_1240400,AA1316_3D7,AA13_3D7,AA13,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",7.006639,0.8455097421051412,PFL1955w,BC,a3.4,3
1104,PF3D7_1240400,AA1701_3D7,AA17_3D7,AA17,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",53.86417900000001,1.7313000446981017,PFL1955w,BC,a3.4,3
1105,PF3D7_1240400,AA1702_3D7,AA17_3D7,AA17,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",120.043618,2.079339076170983,PFL1955w,BC,a3.4,3
1106,PF3D7_1240400,AA1703_3D7,AA17_3D7,AA17,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",166.037752,2.220206844794386,PFL1955w,BC,a3.4,3
1107,PF3D7_1240400,AA1704_3D7,AA17_3D7,AA17,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",192.249028,2.2838641527111614,PFL1955w,BC,a3.4,3
1108,PF3D7_1240400,AA1705_3D7,AA17_3D7,AA17,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",201.339602,2.3039292057804115,PFL1955w,BC,a3.4,3
1109,PF3D7_1240400,AA1706_3D7,AA17_3D7,AA17,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",201.16271,2.3035474776653255,PFL1955w,BC,a3.4,3
1110,PF3D7_1240400,AA1707_3D7,AA17_3D7,AA17,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",173.875203,2.240237650040956,PFL1955w,BC,a3.4,3
1111,PF3D7_1240400,AA1708_3D7,AA17_3D7,AA17,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",152.805755,2.1841397110307508,PFL1955w,BC,a3.4,3
1112,PF3D7_1240400,AA1709_3D7,AA17_3D7,AA17,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",104.53643199999999,2.01926767283122,PFL1955w,BC,a3.4,3
1113,PF3D7_1240400,AA1710_3D7,AA17_3D7,AA17,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",79.113105,1.8982484298664475,PFL1955w,BC,a3.4,3
1114,PF3D7_1240400,AA1711_3D7,AA17_3D7,AA17,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",45.874707,1.6615733034467493,PFL1955w,BC,a3.4,3
1115,PF3D7_1240400,AA1712_3D7,AA17_3D7,AA17,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",31.811453999999998,1.5025835197752464,PFL1955w,BC,a3.4,3
1116,PF3D7_1240400,AA1713_3D7,AA17_3D7,AA17,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",20.643933999999998,1.3147924619324218,PFL1955w,BC,a3.4,3
1117,PF3D7_1240400,AA1714_3D7,AA17_3D7,AA17,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",14.841592000000002,1.1714804885260364,PFL1955w,BC,a3.4,3
1118,PF3D7_1240400,AA1715_3D7,AA17_3D7,AA17,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",5.915092,0.7719615037875526,PFL1955w,BC,a3.4,3
1119,PF3D7_1240400,AA1716_3D7,AA17_3D7,AA17,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",5.902922,0.7710670445809448,PFL1955w,BC,a3.4,3
1120,PF3D7_1240400,AS1501_3D7,AS15_3D7,AS15,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",73.77985699999999,1.867937809142735,PFL1955w,BC,a3.4,3
1121,PF3D7_1240400,AS1502_3D7,AS15_3D7,AS15,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",103.28495699999999,2.014037073043084,PFL1955w,BC,a3.4,3
1122,PF3D7_1240400,AS1503_3D7,AS15_3D7,AS15,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",155.73675500000002,2.1923911213022387,PFL1955w,BC,a3.4,3
1123,PF3D7_1240400,AS1504_3D7,AS15_3D7,AS15,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",185.075174,2.267348166360085,PFL1955w,BC,a3.4,3
1124,PF3D7_1240400,AS1505_3D7,AS15_3D7,AS15,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",213.70366,2.329811960180879,PFL1955w,BC,a3.4,3
1125,PF3D7_1240400,AS1506_3D7,AS15_3D7,AS15,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",203.343026,2.308229282117274,PFL1955w,BC,a3.4,3
1126,PF3D7_1240400,AS1507_3D7,AS15_3D7,AS15,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",179.76793500000002,2.254712229697323,PFL1955w,BC,a3.4,3
1127,PF3D7_1240400,AS1508_3D7,AS15_3D7,AS15,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",140.30058799999998,2.147059491161077,PFL1955w,BC,a3.4,3
1128,PF3D7_1240400,AS1509_3D7,AS15_3D7,AS15,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",94.86532,1.977107476017499,PFL1955w,BC,a3.4,3
1129,PF3D7_1240400,AS1510_3D7,AS15_3D7,AS15,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",78.073737,1.892504967370795,PFL1955w,BC,a3.4,3
1130,PF3D7_1240400,AS1511_3D7,AS15_3D7,AS15,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",52.978601,1.7241004857467495,PFL1955w,BC,a3.4,3
1131,PF3D7_1240400,AS1512_3D7,AS15_3D7,AS15,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",33.520783,1.5253141546064404,PFL1955w,BC,a3.4,3
1132,PF3D7_1240400,AS1513_3D7,AS15_3D7,AS15,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",23.337167,1.368048134016834,PFL1955w,BC,a3.4,3
1133,PF3D7_1240400,AS1514_3D7,AS15_3D7,AS15,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",15.593641,1.1929475315831488,PFL1955w,BC,a3.4,3
1134,PF3D7_1240400,AS1515_3D7,AS15_3D7,AS15,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.778445,0.8311300765551488,PFL1955w,BC,a3.4,3
1135,PF3D7_1240400,AS1516_3D7,AS15_3D7,AS15,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.578964,0.9334348453954432,PFL1955w,BC,a3.4,3
1136,PF3D7_1240400,AS1601_3D7,AS16_3D7,AS16,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",74.728684,1.8734873342356873,PFL1955w,BC,a3.4,3
1137,PF3D7_1240400,AS1602_3D7,AS16_3D7,AS16,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",106.60519099999999,2.027778352605812,PFL1955w,BC,a3.4,3
1138,PF3D7_1240400,AS1603_3D7,AS16_3D7,AS16,AS,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",162.613949,2.2111577965710545,PFL1955w,BC,a3.4,3
1139,PF3D7_1240400,AS1604_3D7,AS16_3D7,AS16,AS,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",216.473777,2.3354052947126815,PFL1955w,BC,a3.4,3
1140,PF3D7_1240400,AS1605_3D7,AS16_3D7,AS16,AS,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",212.66394900000003,2.327693874118216,PFL1955w,BC,a3.4,3
1141,PF3D7_1240400,AS1606_3D7,AS16_3D7,AS16,AS,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",164.380876,2.215851290510727,PFL1955w,BC,a3.4,3
1142,PF3D7_1240400,AS1607_3D7,AS16_3D7,AS16,AS,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",182.786581,2.261944309496462,PFL1955w,BC,a3.4,3
1143,PF3D7_1240400,AS1608_3D7,AS16_3D7,AS16,AS,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",121.211047,2.083542202606748,PFL1955w,BC,a3.4,3
1144,PF3D7_1240400,AS1609_3D7,AS16_3D7,AS16,AS,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",112.42152800000001,2.050849483798572,PFL1955w,BC,a3.4,3
1145,PF3D7_1240400,AS1610_3D7,AS16_3D7,AS16,AS,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",76.36085,1.8828707540361267,PFL1955w,BC,a3.4,3
1146,PF3D7_1240400,AS1611_3D7,AS16_3D7,AS16,AS,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",49.947306,1.6985120687204307,PFL1955w,BC,a3.4,3
1147,PF3D7_1240400,AS1612_3D7,AS16_3D7,AS16,AS,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",35.460158,1.5497406663572642,PFL1955w,BC,a3.4,3
1148,PF3D7_1240400,AS1613_3D7,AS16_3D7,AS16,AS,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",31.288390999999997,1.495383230203132,PFL1955w,BC,a3.4,3
1149,PF3D7_1240400,AS1614_3D7,AS16_3D7,AS16,AS,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",21.639382,1.335244853577678,PFL1955w,BC,a3.4,3
1150,PF3D7_1240400,AS1615_3D7,AS16_3D7,AS16,AS,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",11.293745,1.0528379776329193,PFL1955w,BC,a3.4,3
1151,PF3D7_1240400,AS1616_3D7,AS16_3D7,AS16,AS,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",12.694711999999999,1.103622852651288,PFL1955w,BC,a3.4,3
1152,PF3D7_0420700,AA1301_3D7,AA13_3D7,AA13,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",34.234898,1.5344690382613733,PFD0995c,C,a3.2,3
1153,PF3D7_0420700,AA1302_3D7,AA13_3D7,AA13,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",72.784189,1.862037047227561,PFD0995c,C,a3.2,3
1154,PF3D7_0420700,AA1303_3D7,AA13_3D7,AA13,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",90.86442199999999,1.958393868330115,PFD0995c,C,a3.2,3
1155,PF3D7_0420700,AA1304_3D7,AA13_3D7,AA13,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",186.897885,2.27160438678265,PFD0995c,C,a3.2,3
1156,PF3D7_0420700,AA1305_3D7,AA13_3D7,AA13,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",181.267132,2.258319063416553,PFD0995c,C,a3.2,3
1157,PF3D7_0420700,AA1306_3D7,AA13_3D7,AA13,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",208.474219,2.319052355528861,PFD0995c,C,a3.2,3
1158,PF3D7_0420700,AA1307_3D7,AA13_3D7,AA13,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",157.331509,2.196815708093493,PFD0995c,C,a3.2,3
1159,PF3D7_0420700,AA1308_3D7,AA13_3D7,AA13,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",186.79406,2.271363061667955,PFD0995c,C,a3.2,3
1160,PF3D7_0420700,AA1309_3D7,AA13_3D7,AA13,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",143.97913799999998,2.158299569124091,PFD0995c,C,a3.2,3
1161,PF3D7_0420700,AA1310_3D7,AA13_3D7,AA13,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",131.55836599999998,2.1191184707577864,PFD0995c,C,a3.2,3
1162,PF3D7_0420700,AA1311_3D7,AA13_3D7,AA13,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",114.343376,2.058211010657038,PFD0995c,C,a3.2,3
1163,PF3D7_0420700,AA1312_3D7,AA13_3D7,AA13,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",81.918338,1.913381132538604,PFD0995c,C,a3.2,3
1164,PF3D7_0420700,AA1313_3D7,AA13_3D7,AA13,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",26.110937,1.4168224569101897,PFD0995c,C,a3.2,3
1165,PF3D7_0420700,AA1314_3D7,AA13_3D7,AA13,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",22.693469,1.3559008886748154,PFD0995c,C,a3.2,3
1166,PF3D7_0420700,AA1315_3D7,AA13_3D7,AA13,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",11.567625,1.0632442011926326,PFD0995c,C,a3.2,3
1167,PF3D7_0420700,AA1316_3D7,AA13_3D7,AA13,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",8.772948,0.9431455551672956,PFD0995c,C,a3.2,3
1168,PF3D7_0420700,AA1701_3D7,AA17_3D7,AA17,AA,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",33.699526,1.5276237923540643,PFD0995c,C,a3.2,3
1169,PF3D7_0420700,AA1702_3D7,AA17_3D7,AA17,AA,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",76.890748,1.8858740857796037,PFD0995c,C,a3.2,3
1170,PF3D7_0420700,AA1703_3D7,AA17_3D7,AA17,AA,3D7,9,"erythrocyte membrane protein 1, PfEMP1 (VAR)",130.296371,2.1149323199595327,PFD0995c,C,a3.2,3
1171,PF3D7_0420700,AA1704_3D7,AA17_3D7,AA17,AA,3D7,12,"erythrocyte membrane protein 1, PfEMP1 (VAR)",179.005597,2.2528666103553876,PFD0995c,C,a3.2,3
1172,PF3D7_0420700,AA1705_3D7,AA17_3D7,AA17,AA,3D7,15,"erythrocyte membrane protein 1, PfEMP1 (VAR)",195.041106,2.2901261509913655,PFD0995c,C,a3.2,3
1173,PF3D7_0420700,AA1706_3D7,AA17_3D7,AA17,AA,3D7,18,"erythrocyte membrane protein 1, PfEMP1 (VAR)",212.40572999999998,2.3271662283878456,PFD0995c,C,a3.2,3
1174,PF3D7_0420700,AA1707_3D7,AA17_3D7,AA17,AA,3D7,21,"erythrocyte membrane protein 1, PfEMP1 (VAR)",204.287047,2.3102408306815785,PFD0995c,C,a3.2,3
1175,PF3D7_0420700,AA1708_3D7,AA17_3D7,AA17,AA,3D7,24,"erythrocyte membrane protein 1, PfEMP1 (VAR)",199.244144,2.29938556587312,PFD0995c,C,a3.2,3
1176,PF3D7_0420700,AA1709_3D7,AA17_3D7,AA17,AA,3D7,27,"erythrocyte membrane protein 1, PfEMP1 (VAR)",170.63712900000002,2.2320735354210557,PFD0995c,C,a3.2,3
1177,PF3D7_0420700,AA1710_3D7,AA17_3D7,AA17,AA,3D7,30,"erythrocyte membrane protein 1, PfEMP1 (VAR)",146.540409,2.165957399337525,PFD0995c,C,a3.2,3
1178,PF3D7_0420700,AA1711_3D7,AA17_3D7,AA17,AA,3D7,33,"erythrocyte membrane protein 1, PfEMP1 (VAR)",94.33129100000001,1.9746557781505791,PFD0995c,C,a3.2,3
1179,PF3D7_0420700,AA1712_3D7,AA17_3D7,AA17,AA,3D7,36,"erythrocyte membrane protein 1, PfEMP1 (VAR)",66.719809,1.8242547943688194,PFD0995c,C,a3.2,3
1180,PF3D7_0420700,AA1713_3D7,AA17_3D7,AA17,AA,3D7,39,"erythrocyte membrane protein 1, PfEMP1 (VAR)",37.859106,1.5781703543755081,PFD0995c,C,a3.2,3
1181,PF3D7_0420700,AA1714_3D7,AA17_3D7,AA17,AA,3D7,42,"erythrocyte membrane protein 1, PfEMP1 (VAR)",24.814003,1.3946968303978633,PFD0995c,C,a3.2,3
1182,PF3D7_0420700,AA1715_3D7,AA17_3D7,AA17,AA,3D7,45,"erythrocyte membrane protein 1, PfEMP1 (VAR)",9.049894,0.9566434924113157,PFD0995c,C,a3.2,3
1183,PF3D7_0420700,AA1716_3D7,AA17_3D7,AA17,AA,3D7,48,"erythrocyte membrane protein 1, PfEMP1 (VAR)",6.401167,0.8062591576492179,PFD0995c,C,a3.2,3
1184,PF3D7_0420700,AS1501_3D7,AS15_3D7,AS15,AS,3D7,3,"erythrocyte membrane protein 1, PfEMP1 (VAR)",45.195855,1.655098606643846,PFD0995c,C,a3.2,3
1185,PF3D7_0420700,AS1502_3D7,AS15_3D7,AS15,AS,3D7,6,"erythrocyte membrane protein 1, PfEMP1 (VAR)",70.638116,1.8490391075894,PFD0995c,C,a3.2,3
